name,fileorder,number,parkprop,borough,parkname,parknumber,commboard,council,Location,extant,dedicated,cast,descrip,dimen,sponsor,materials,foundry,fabricator,sculptor,architect,donor,maintain,contractor,created,Name2,Name3,MaintainedByParks,Installation,Rededication,Cost,Categories,inscribed
"Private Joseph F. Merrell, Jr. Memorial","Merrell, Joseph F., Jr.",1807,Y,Staten Island,Clove Lakes Park,R005,1,49,Adjacent to World War II Veterans Memorial Ice Skating Rink,Y,ca. 1995,ca. 1995,Tablet mounted on boulder,Tablet 2' x 2'; Boulder H: 5' W: 5' D: 3' (all approximate),,Tablet--black marble (polished); boulder--granite,,Joseph G. Hall & Son Monuments,,,Staten Island Veterans Memorial Committee,,,10/27/1998,,,Y         ,,,500.00," War Memorial, World War II"," PRIVATE / JOSEPH F. MERRELL, JR. / CO. ""I"" 15TH INFANTRY, U.S. ARMY / BORN AUG. 21, 1926 STATEN ISLAND, N.Y. / DIED APRIAL 18, 1945 LOHE GERMANY / AWARDED THE / MEDAL OF HONOR / [etching of Congressional Medal of Honor] / ""FOR A WILLINGNESS TO SACRIFICE HIS LIFE / SO HIS COMRADES COULD GO ON TO VICTORY."" / [space] HARRY S. TRUMAN / ""LEST WE FORGET"""
Private Michael J. Lynch Flagstaff,"Lynch, Michael J.",952,Y,Manhattan,Abingdon Park,M001,2,3,"West 12th Street, 8th Avenue, Hudson Street",Y,"December 10, 1933",,Tablet on flagstaff,"H: 4"" W: 8""",,Bronze,,,,,"Michael Lynch Post No. 831, Veterans of Foreign Wars",,,07/01/1993,Abingdon Square Flagstaff,,Y         ,,,," World War I, War Memorial","THIS FLAG POLE / WAS DEDICATED BY THE / PVT. MICHAEL J. LYNCH / POST NO. 831 V.F.W. / DECEMBER 10, 1933 / IN MEMORY OF OUR / DEPARTED COMRADES/"
progress,,1224,N,Manhattan,,,1,1,"MUNICIPAL BLDG, CHAMB. ARCH; chambers and centre st.",Y,,,(2) circular panels,"9'diam,",,maine granite,,,Adolph Alexander Weinman,,purchase; $2624 for two,,,07/01/1993,,,,,,,,
public school #129,,1247,N,Brooklyn,,,0,0,QUINCY ST. NEAR STUYVESANT AVE,Y,1920,,tablet,,,bronze,j. & r. lamb,,,,gift. $1000,,,07/01/1993,,,,,,,,
Prospect Cemetery,,1226,N,Queens,,,12,28,BEAVER RD. & 159TH ST.,Y,1936,,state ed. sign on pole,no,,iron,,,,,state education department,,,07/01/1993,,,,,,,,"NEW YORK, PROSPECT CEMETERY / ORIGINAL JAMAICA BURYING / GROUND, ESTABLISHED 1660. / EDGERT BENSON BORN 1746 / DIED 1883, BURIED HERE. FIRST / ATTORNEY GENERAL N.Y. STATE / STATE EDUCATION/ DEPARTMENT 1936  SEE RICHMOND HILL MANSION FOR EGBERT BENSON"
Prospect Park Electric,,1227,Y,Brooklyn,Prospect Park,B073,0,39,PROSPECT PARK,N,1898,,"Fountain, 120 jets/ demolished",,,,,,Frederick Darlington,,,,,07/01/1993,,,,,,,,
Prospect Park Monument List,,1230,Y,Brooklyn,Prospect Park,B073,0,39,,,,,,,,,,,,,,,,07/01/1993,,,,,,,,BABY AND DUCK FOUNTAIN / BAILY FOUNTAIN / BATTLE PASS MARKER/ BATTLE PASS TABLET / BOY WITH DOG / BOY SCOUTS TABLET / BROOKLYN BOTANIC GARDEN FOUNTAIN / BROOKLYN BOTANIC GARDEN GATE / CALL OF THE SEA FOUNTAIN / COLUMNS (4) / GRIEG / HORSE TAMERS / INDIAN MAID AND FAUN / IRVING / JENKINS / LAFAYETTE / LINCOLN / LIONESS AND CUBS/ MARYLAND MONUMENT / MAXWELL / MCGOWENS PASS / MOORE / MOZART/ PANTHERS (2) / PAYNE / PROSPECT PARK FLOWER GARDEN FOUNTAINS (2)/ PROSPECT PARK MEMORIAL / PROSPECT PARK STOREHOUSE TABLET / SKENE/ SLOCUM / SOLDIERS AND SAILORS ARCH / STRANAHAN / SUN DIAL (BOTANIC GARDEN) / VON BEETHOVEN / VICTORY MEMORIAL / VON WEBER / WARREN/ WHITE TABLET/
Prospect Park Storehouse,,1231,Y,Brooklyn,Prospect Park,B073,0,39,,N,1914,,Tablet,,,Bronze,,,,Frank J. Helme,Purchase,,,07/01/1993,,,,,,150.00,,
Prospect Park Tablet,,1232,Y,Brooklyn,Prospect Park,B073,0,39,"ENTR TO PROSPECT PARK; e. walk, btwn g.a.p. and endale arch",N,1965,,Tablet - stolen 1972,"15""h x 23""w",,"bronze, cast stone plinth",,,,,ny community trust,,,07/01/1993,,,,,,,,"LANDMARKS OF NEW YORK / PROSPECT PARK / AUTHORIZED IN 1860, THE DEVELOPEMENT OF / THE PARK WAS DELAYED UNTIL AFTER THE / CIVIL WAR IN 1866 FREDERICK LAW OLMSTED / AND CALVERT VAUX, THE DESIGNERS OF CENTRAL / PARK, WERE ENGAGED AS LANDSCAPE ARCHITECTS / AND THIS PARK IS OFTEN CONSIDERED THEIR MASTERPIECE. / COMPLETED IN 1873, IT HAS / EVER SINCE BEEN ONE OF THE MAJOR URBAN  / PARKS OF THE NATION /  PLAQUE ERECTED 1965 BY / THE NEW YORK COMMUNITY TRUST/  "
Prospect Park War Memorial,Prospect Park Memorial,1229,Y,Brooklyn,Prospect Park,B073,0,39,South of Flower Garden,Y,"June 26, 1921",1921,"Group of two figures on pedestal before a high, arced wall; two benches; altar; six large plaques; one small plaque; paving",Wall H: 18' W: 35',Prospect Park Alliance,Group and plaques--bronze; Pedestal and wall--Milford pink granite,,,Augustus Lukeman,Arthur D. Pickering,William H. Todd,,,07/01/1993,,,,,,," World War I, War Memorial","1) above bench, left: ""MEN AND WOMEN OF BROOKLYN WHO DIED / IN THE WORLD WAR / MCMXIV - MCMXVIII""  2) above bench, right: ""[...] FOR LIBERTY / [...] PEACE / [...] COUNTRY""  3) six large plaques: 2,800 names    4) small plaque, rear: ""PRESENTED BY / WILLIAM H. TODD / AND ACCEPTED FOR THE / CITY OF NEW YORK BY / MAYOR / JOHN F. HYLAN / AND / JOHN N. HARMAN / COMMISSIONER OF PARKS / A.D. MCMXX1"""
Prospect Park: 100th Anniversary Plaque,Prospect Park: 100th Anniversary Plaque,1233,Y,Brooklyn,Prospect Park,B073,0,39,Vestibule of Litchfield Mansion,Y,"June 2, 1966",1966,Plaque with two relief portraits,"H: 18 ½"" W: 47 ½""",,Bronze,,,Neil Estern,,R.J. Schaefer,,,07/01/1993,,,Y         ,,,,,THIS PLAQUE COMMEMORATES / THE 100TH ANNIVERSARY / OF / PROSPECT PARK 1866 - 1966 / IT IS DEDICATED TO THE MEMORY / OF THE DESIGNERS AND BUILDERS / FREDERICK LAW OLMSTED AND CALVERT VAUX / THE PARK IS THEIR MONUMENT /
Provost Prison,,1234,Y,Manhattan,City Hall Park,M013,1,1,"Park Row, east of City Hall",Y,"April 15, 1901",,Tablet on plinth,"Tablet H: 18"" W: 20""; Plinth H: 20: W: 22""",,"Bronze, Barre granite","J. and R. Lamb, NY",,,,"Mary Washington Colonial Chapter, Daughters of the American Revolution",,,07/01/1993,,,Y         ,,,," Revolutionary War, War Memorial","NEAR THIS SITE STOOD / THE PROVOST PRISON / WHERE PATRIOTS DIED FOR / THE CAUSE OF FREEDOM / 1776 ----- 1783 / --- / ERECTED BY / THE MARY WASHINGTON / COLONIAL CHAPTER / DAUGHTERS OF THE / AMERICAN REVOLUTION / APRIL 15, A.D. 1801 "
prudence,,1235,N,Manhattan,,,1,1,"MUNICIPAL BLDG, CHAMBERS ARCH; chambers and centre Streets",Y,1912,,circular relief panel -2,9'diam,,maine granite,,,Adolph Alexander Weinman,,"$2,624",,,07/01/1993,,,,,,,,
public school # 3 tablet,,1237,N,Manhattan,,,0,0,,Y,,,,,,,,,,,,,,07/01/1993,,,,,,,,
public school #10,,1238,N,the Bronx,Cauldwell Playground,X112,3,16,EAGLE AVE. AND 163RD ST,Y,1910,,tablet and frame,"2'9""h x 1'7""w",,"bronze, circassian walnut frame",stoughton and stoughton,,,,"n. side bd. of trade, $250.",,,07/01/1993,,,,,,,,
public school #10,,1239,N,Brooklyn,,,7,38,PROSPECT AVE. 7TH AVE. AND; 17th st.,Y,1910,,tablet,,,bronze,,,henry w. landolt,,"gift, $350",,,07/01/1993,,,,,,,,
public school #102,,1240,N,Brooklyn,,,10,43,RIDGE BLVD AND 71ST ST.,Y,1921,,tablet,,,bronze,,,w.w. leland co.,,gift. $500.,,,07/01/1993,,,,,,,,"ALSO: SMITH, WILLIAM WESLEY       PRINCIPAL OF P.S. 102, 1893-1909  TABLET, BRONZE, FNDR: GORHAM CO., 1910, COST $200"
public school #11,,1241,N,Queens,,,0,0,,Y,,,,,,,,,,,,,,07/01/1993,,,,,,,,
public school #11,,1242,N,Brooklyn,P.S. 11 Playground,B301,2,35,WASHINGTON AND GREENE AVE.,Y,1862,,tablet,,,bronze,,,,,"gift, $550",,,07/01/1993,,,,,,,,
public school #113,,1243,N,Brooklyn,,,0,0,"EVERGREEN AVE, MOFFAT AND; chauncey Streets",Y,1920,,tablet,,,bronze,tiffany studios,,,,gift. $58,,,07/01/1993,,,,,,,,
public school #114,,1244,N,Brooklyn,,,0,0,,Y,,,,,,,,,,,,,,07/01/1993,,,,,,,,
public school #114,,1245,N,Manhattan,,,1,1,"OAK, OLIVER AND JAMES ST.",Y,1922,,tablet,,,bronze,williams co.,,,,gift. $300,,,07/01/1993,,,,,,,,
public school #117,,1246,N,Brooklyn,,,1,34,"BUSHWICK AVE, STAGG, TEN EYCK",Y,1910,,tablet and frame,,,brass and oak,j. & r. lamb,,,,gift. $60,,,07/01/1993,,,,,,,,
public school #26 memorial,,1260,N,Staten Island,,,0,0,VICTORY BLVD. AND CANNON AVE,Y,,,"stele, captured cannon","6'9""h x 4'3""w x 1'1""d",,westerly granite,,,,,public subscription,,,07/01/1993,,,,,,,,AMERICA OVER THE TOP / ERECTED BY THE RESIDENTS OF PUBLIC SCHOOL/ DISTRICT 26 / IN HONOR OF / THE 75 MEN WHO LEFT TO FIGHT IN THE GREAT / WORLD WAR / 1917-1918 / WE LOVINGLY INSCRIBE THE NAMES OF THOSE WHO / PAID THE / SUPREME SACRIFICE /  (9 NAMES)
public school #27,,1261,N,Queens,,,0,0,,Y,,,,,,,,,,,,,,07/01/1993,,,,,,,,
public school #3,,1262,N,Manhattan,,,0,0,HUDSON AND GROVE STS.,Y,,,tablet,,,bronze,j. and r. lamb,,,,"gift, $300.",,,07/01/1993,,,,,,,,
public school #34,,1285,N,Queens,,,0,0,,Y,,,,,,,,,,,,,,07/01/1993,,,,,,,,
public school #35,,1263,N,Queens,,,0,0,,Y,,,,,,,,,,,,,,07/01/1993,,,,,,,,
public school #37,,1264,N,Brooklyn,,,0,0,,Y,,,,,,,,,,,,,,07/01/1993,,,,,,,,
public school #39,,1265,N,Queens,,,0,0,STATE ST. ROANOKE AVE.; far rockaway l.i.,Y,1926,,bird bath,,,,,hilgartner marble company,,,"teachers & friends, $235.",,,07/01/1993,,,,,,,,
public school #42,,1266,N,the Bronx,,,0,0,WASHINGTON AVE.; and claremont parkway,Y,1924,,tablet,,,bronze,,,marco zim,,"gift, $1000.",,,07/01/1993,,,,,,,,
public school #48,,1267,N,Brooklyn,,,0,0,"18TH AVE. AND 60TH ST; see: spaulding, frank benton",Y,,,tablet,,,bronze,,,maxfield keck,,"gift, $526",,,07/01/1993,,,,,,,,
public school #5,,1268,N,Queens,,,0,0,,Y,,,,,,,,,,,,,,07/01/1993,,,,,,,,
public school #5,,1269,N,Brooklyn,,,0,0,"TILLARY, BRIDGE, LAWRENCE STS",Y,1921,,tablet,,,bronze,"williams, inc",,,,"gift, $350",,,07/01/1993,,,,,,,,
public school #56,,1270,N,the Bronx,,,0,0,HULL AND DECATEUR AVES. AT; 207th st.,Y,1921,,tablet,,,bronze,j. williams inc.,,,,"gift, $144.",,,07/01/1993,,,,,,,,
public school #57,,1271,N,Manhattan,,,0,0,,Y,,,,,,,,,,,,,,07/01/1993,,,,,,,,
public school #6,,1272,N,Manhattan,,,8,4,MADISON AVE AND 85TH ST,Y,1922,,tablet and frame,,,"bronze, oak",j. & r. lamb,,,,"gift, $200",,,07/01/1993,,,,,,,,
public school #66,,1273,N,Manhattan,,,0,0,"AMSTERDAM AVE,; 108th and 109th Streets",Y,1910,,tablet with frame,,,brass and oak,j.&r. lamb,,,,gift. $60.,,,07/01/1993,,,,,,,,
Public School #68,,1274,N,Manhattan,,,10,9,128TH ST. BTWN LENOX AVE AND; 7th Avenue,Y,1909,,,,,bronze,,,,,gift,,,07/01/1993,,,,,,,,
public school #72,,1275,N,Queens,,,0,0,"MASPETH AVE, AT CLAREMONT AVE; maspeth l.i.",Y,1921,,tablet,,,bronze,john polacheck bronze co,,,,"gift, $650.",,,07/01/1993,,,,,,,,
public school #73,,1276,N,Brooklyn,,,0,0,MCDOUGAL ST. AND ROCKAWAY AVE,Y,1923,,tablet,,,bronze,anodion metal co.,,,,"gift, $50.",,,07/01/1993,,,,,,,,
public school #79,,1277,N,Manhattan,,,0,0,"1RST ST, BETWEEN 1ST & 2ND AVE",Y,1909,,tablet,,,,,,augustus lukeman,,gift,,,07/01/1993,,,,,,,,
public school #83,,1278,N,Queens,,,0,0,,Y,,,,,,,,,,,,,,07/01/1993,,,,,,,,
public school #87,,1279,N,Queens,,,0,0,MIDDLE VILLAGE; 80th st. and 68th Avenue,Y,1921,,stele with tablet,,,,john polacheck bronze co.,,,,"gift, $1300",,,07/01/1993,,,,,,,,
public school #9,,1280,N,Brooklyn,,,0,0,,Y,,,,,,,,,,,,,,07/01/1993,,,,,,,,
public school #91,,1281,N,Queens,,,0,0,,Y,,,,,,,,,,,,,,07/01/1993,,,,,,,,
public school #92,,1282,N,Brooklyn,,,0,0,ROGERS AVE. & ROBINSON ST.,Y,1909,,relief,,,plaster,,,,,gift,,,07/01/1993,,,,,,,,
public school #93,,1283,N,Brooklyn,,,0,0,NEW YORK AVE. & HERKIMER ST.,Y,1923,,tablet,,,bronze,manhattan brass co.,,,,"gift, $216",,,07/01/1993,,,,,,,,
public school #94,,1284,N,Queens,,,0,0,LITTLE NECK; 250th st. betwn 41st and 42nd Avenue,Y,1922,,tablet,,,bronze,,,maxfield h. keck,,"gift of members of school, $480",,,07/01/1993,,,,,,,,
public schoool #54,,1286,N,Brooklyn,,,0,0,,Y,,,,,,,,,,,,,,07/01/1993,,,,,,,,
public service commission,,1287,N,Manhattan,,,1,1,MUNICPAL BUILDING; chambers and centre Streets,Y,1912,,(24) reliefs,,,maine granite,,,Adolph Alexander Weinman,,,,,07/01/1993,,,,,,,,
Puerto Rican Sun,Puerto Rican Sun,1288,Y,the Bronx,Fox Playground,X247,2,8,Fox and 156th Streets,Y,"October 16, 1979",1979,Assemblage of upright plates,"H: 22' W: 25'6"" D: 22' at base; Weight: 10,000 pounds",,Cor-ten steel,,Lippincott Inc.,Rafael Ferrer,,Bronx Venture Corporation,,,07/01/1993,,,Y         ,,,, Sculpture,
Queens County Farm Museum Landmark Plaque,Queens County Farm Museum Landmark Plaque,1791,O,Queens,,,13,23,"near farmhouse, Queens County Farm Museum, 73-50 Little Neck Parkway, Floral Park",Y,"January 6, 1993",ca. 1989,plaque on rock,"plaque h 1'7"" x w 1'10""; rock h 2'11"" x w 4'8"" x d 8""",,bronze; granite (rough),,"Tiffany & Co., 5th Avenue, New York, NY",,,New York Landmarks Preservation Foundation,,,04/07/1998,,,,,,,,
spring,,1486,N,Manhattan,,,5,2,APPELATE COURT - MAD AVE. FAC.; madison ave at 25th st,Y,1899,,caryatid,,,,,,thomas shields clarke,,purchase $4000,,,07/01/1993,,,,,,,,
Pulitzer Fountain,Pulitzer Fountain,1291,Y,Manhattan,Grand Army Plaza,M062,5,4,Fifth  Avenue at 59th Street,Y,May 1916,1916,"Fountain with sculptures: five basins in a stepped pattern support at their highest point a sixth, shell-form basin holding a standing female figure (over life-size); two rams-head horns of plenty  flank the third basin","Fountain H: 22' W: 72' D: 84'; Figure H: 7'9""",CPC,Lower basins and horns--Hauteville marble; Sixth basin and figure--bronze,,,Karl Bitter and Karl Gruppe (figure); Orazio Piccirilli (horns),Thomas Hastings,Estate of  Joseph Pulitzer,,,07/01/1993,Pomona,,Y         ,,,, Allegorical,"RESTORED IN 1936 BY D. EVERETT WAID ARCHITECT  REHABBED 7/25/56 RESTORED IN THE 1980'S  AFTER BITTERS DIED, ABUNDANCE STATUE WAS  COMPLETE BY ISIDORE KONTI/ "
Pulitzer Fountain Tablet,,1292,Y,Manhattan,Grand Army Plaza,M062,5,4,5TH AVE AT 59TH ST.; fixed to fntn. at 5th Avenue side,M,1965,,Tablet,"1'3""h x 1'1""w",,Bronze,,,,,n.y. community trust,,,07/01/1993,,,,,,,,"LANDMARKS OF NEW YORK / PULITZER MEMORIAL FOUNTAIN / GIVEN TO THE CITY IN 1916 BY THE ESTATE OF / JOSEPH PULITZER, PUBLISHER OF THE NEW YORK / WORLD, THIS ""FOUNTAIN OF ABUNDANCE"" WAS THE / WORK OF CARRERE AND HASTINGS AS ARCHITECTS / AND KARL BITTER AS SCULPTOR. AFTER BITTER'S DEATH IN 1915 THE SCULPTURE WAS COMPLETED / BY HIS ASSOCIATES.  PLAQUE ERECTED 1965 BY / THE NEW YORK COMMUNITY TRUST/  "
Putnam Memorial,,1294,Y,Staten Island,Veterans Park,R019,1,49,"Herberton to Park Aves, Bennett to Vreeland Streets",Y,1915,,Fountain,,,Westerly granite,,,Virgil W. Fuller,,Gift,,,07/01/1993,Port Richmond Park,,Y         ,,,, Educator,1865-1913 / IN MEMORY OF / EUGENE G. PUTNAM / PRINCIPAL FOR 17  YEARS / OF PUBLIC SCHOOL 20 / PRESENTED BY HIS FRIENDS / IN SCHOOL  AND COMMUNITY/
"putney, edith n.",,1295,N,Queens,,,7,20,NEWTOWN HIGH SCHOOL; chicago Avenue and gerry st.,Y,1924,,tablet,,,bronze,,,nicholas a. pape,,gift. $750.,,,07/01/1993,,,,,,,,
Pvt. Edward Fellows,,474,Y,Queens,Rufus King Park,Q023,12,28,Inside Park House (9/05); Jamaica Avenue and 150th Street; Inside Park House,S,,,Plaque on plinth,"H: 4 ½"" W: 9"" D: ¼""",,"Bronze, cast stone",,,,,,,,07/01/1993,,,,,,," World War I, War Memorial",THIS TREE IS DEDICATED TO THE MEMORY OF PVT. EDWARD FELLOWS ORDINANCE DEPT. WHO DIED IN THE WORLD WAR.  1914-1918.
Pvt. Frederick Staats Memorial,,1948,Y,Staten Island,,R010,,,Hylan Boulevard and West Fingerboard Road Entrance Ramp,Y,"October 14, 1991",1991,Boulder with tablet,"Plaque: H: 5"" W: 12""; Boulder: H: 4'7"" W: 2'5""",,Boulder with bronze tablet,,,,,,,,,,,Y         ,,,,,"IN MEMORY OF/ PVT. FREDERICK STAATS/ 1894-1918/ DEDICATED BY/ STAATS POST NO.517/ AMERICAN LEGION/ OCTOBER 14, 1991"
Pvt. Gaetano Unimo,,1589,Y,Brooklyn,,,3,34,STUYVESANT SQUARE; Metropolitan and Vernon Avenues,M,1949 (?),,Tree marker,"4 ½""h x 9""w",,Bronze,,,,,,,,07/01/1993,,,,,,," World War I, War Memorial","BROWNSON/1803-1876  PUBLICIST-PHILOSOPHER-PATRIOT/HE LOVED/GOD, COUNTRY  AND TRUTH."
Pvt. Moses Miller,,1041,Y,Manhattan,Stuyvesant Park,M086,6,2,"Near dog run, 15th St. and 17th St.",Y,1946,,Plaque on base,"H: 10"" W: 15""",,"Bronze, Barre granite",,,,,Forton Lodge Inc.,,,07/01/1993,,,,,,," World War II, War Memorial","IN HONOR AND MEMORY / OF PVT. MOSES MILLER / WHO DIED AT SEA/ JANUARY 26, 1944 / DEDICATED BY FORTON LODGE INC. / 1946/  "
Pvt. Walter B. Robertson,,1353,Y,Queens,,Q047,13,27,Jamaica Avenue & Springfield Blvd.; south of Bellrose Memorial,Y,c. 1939,,Tree marker on granite plinth,,,"Bronze, granite",,,,,,,,07/01/1993,,,Y         ,,,," War Memorial, Spanish-American War","THIS TREE IS DEDICATED TO / THE MEMORY OF / PVT. WALTER B. ROBERTSON / COMPANY F - 8TH REG'T - U.S. ARMY / SPANISH AMERICAN WAR / DIED - AUGUST 3, 1939"
Quadriga: the Triumphal Progress of Columbia,Quadriga: the Triumphal Progress of Columbia,1632,Y,Brooklyn,Grand Army Plaza,B040,19,33,Atop Soldiers and Sailors Memorial Arch,Y,1898,ca. 1898,Quadriga and three female figures (heroic scale),H: 25' W: 32' D: 16'; each trumpeter H: 11',,Bronze,LeBlanc Barbedienne,,Frederick William MacMonnies,Stanford White,City of Brooklyn,,,07/01/1993,Victory,,Y         ,,,"$42,000"," Civil War, War Memorial, Animal: equestrian, Allegorical",
quaker meeting house,,1297,N,Queens,,,7,20,"CAST STONE WALL; northern blvd, linden st., flushing",Y,1959,,tablet,,,aluminum,,,,,ny community trust,,,07/01/1993,,,,,,,,"LANDMARKS OF NEW YORK / OLD QUAKER MEETING HOUSE / ONE OF THE CITY'S FEW REMAINING HOUSES / OF WORSHIP DATING FROM THE 17TH CENTURY, / THIS BUILDING, ON LAND ACQUIRED IN 1676 / AND 1692 WAS COMPLETED IN 1694 AND ENDLARGED ABOUT 1716. EXCEPT WHEN OCCUPIED/ FOR A TIME BY BRITISH FORCES DURING THE / REVOLUTIONARY WAR, THE STRUCTURE HAS BEEN / CONTINUOULY USED AS A MEETING PLACE OF / THE SOCIETY OF FRIENDS/  PLAQUE ERECTED 1959 BY / THE NEW YORK COMMUNITY TRUST/  "
Quaker Meeting House Tablet,,1298,N,Queens,Flushing Park Center Plots,Q100,7,20,Northern Blvd. and Linden Streets,Y,1968,,Plaque,,,Bronze,,,,,,,,07/01/1993,,,,,,,,"OLD QUAKER MEETING HOUSE / HAS BEEN DESIGNATED A / REGISTERED NATIONAL / HISTORIC LANDMARK / UNDER THE PROVISIONS OF THE/ HISTORIC SITES ACT OF AUGUST 21, 1935 / THIS SITE POSESSES EXCEPTIONAL VALUE / IN COMMEMORATING OR ILLUSTRATIONG / THE HISTORY OF THE UNITED STATES / U.S. DEPARTMENT OF THE INTERIOR / NATIONAL PARK SERVICE / 1968/  "
Quaker Meeting House Tablet (st. ed),,1299,N,Queens,Flushing Park Center Plots,Q100,7,20,"NORTHERN BLVD, LINDEN ST.; iron pole at curb",Y,1936,,tablet on iron pole,,,bronze (?),,,,,state education department,,,07/01/1993,,,,,,,,"QUAKER MEETING HOUSE / EASTERLY PART BUILT 1694/ REMAINDER BUILT 1717 ALWAYS / USED FOR WORSHIP EXCEPT 1776-83/ WHEN OCCUPIED BY BRITISH AS / PRISON, HOSPITAL AND STABLE / STATE EDUCATION/DEPARTMENT 1936 "
"Quartner, Lt. Maxwell Memorial",,1300,Y,Brooklyn,Coney Island Beach,B169,13,47,"CONEY ISLAND PARK, BRK TOOLHS; w. 27th st.",N,1959,,Plaque on brick wall -stolen '74 or '75,"18""h x 24""w x 5/18""d",,bronze,,,,,"post #8689 vfw, ladies auxilliary",,,07/01/1993,,,,,,," War Memorial, World War II","IN GRATEFUL MEMORY / OF / LT. MAXWELL QUARTNER / SEPT. 26, 1923   NOV. 11, 1944 / BOMBADIER - 15TH AIR FORCE / MISSING IN ACTION / IN THE MEDITERRANEAN AREA / WHILE SERVING HIS COUNTRY / DEDICATED BY/ VETERANS OF FOREIGN WARS POST NO. 8689 / AND LADIES AUXILLLIARY/ 1959/  REPAIRED AND RESET 1971; STOLEN 1974 OR 1975 "
Queens County Memorial Tablet,,1302,Y,Queens,,,9,29,"QUEENS BORO HALL, CRANE FTN; Queens Blvd at Grand Central Parkway",M,"May 30, 1943",,tablet on base,see memo,,,,,,,"77th division assn, of world war i",,,07/01/1993,,,,,,," War Memorial, World War II","THE ORIGINAL TABLET OF MASONITE PRESTWOOD WAS REMOVED 7/26/51 AND WAS TO BE REPLACED.  THERE IS NO RECORD OF THE REPLACEMENT.  DEDICATED  / TO THE MEN OF / QUEENS COUNTY / WHO GAVE THEIR / LIVES IN WORLD / WAR II - SO THAT / FREEDOM WOULD / NOT DIE-----/  PRESENTED BY THE 77TH DIVISION ASS'N / OF WORLD WAR I / MEMORIAL DAY 1943/  SIZES: TABLET: 8""H X 12""W        BASE: 10""H X 14""W "
Queens Flagstaff,,1303,N,Queens,,,0,0,,Y,,,,,,,,,,,,,,07/01/1993,,,,,,,,
"Queens Village, Bellerose Memorial",,1304,Y,Queens,Queens Village Veterans Plaza,Q047,13,27,Jamaica Avenue and Springfield Blvd.,Y,"September 11, 1949",,"Stele, brick walls, coping","H: 104"" W: 6'6"" D: 1'6""; 7""step",,"Barre granite, brick",,,,,Citizens of Queens Village-Bellerose,,,07/01/1993,Bellerose World War II Memorial,,Y         ,,,," World War II, War Memorial",North side: 1941  ---  1945 /  ERECTED BY THE CITIZENS OF QUEENS VILLAGE-BELLEROSE /  IN HONOR AND MEMORY / TO THOSE WHO SERVED / IN WORLD WAR II /   South side: THESE MEN DIED TO KEEP YOU LIVING WITHOUT FEAR /  [162 names] /  KOREA / 1950 - 1955 / [3 names] /  VIETNAM / 1961 - 1975 / [19 names] /
Queens Zoo-Design Award Tablet,,1305,O,Queens,Flushing Meadows / Corona Park,Q099,15,21,Queens Zoo; restaurant building,Y,1969,,Tablet on interior wall,"H: 13 ½"" W: 10 ½"" D: 5/8""",,Bronze,,,,"Rown, Lawford and Forbes",Queens Chamber of Commerce,,,07/01/1993,,,,,,,,"AWARD / BY THE / CHAMBER OF COMMERCE / BOROUGH OF QUEENS / NEW YORK CITY / TO / RESTAURANT BUILDING / AND TERRACE / FOR DESIGN AND / CIVIC VALUE OF THIS STRUCTURE / ROWN, LAWFORD AND FORBES / ARCHITECT / NAB CONSTRUCTION CORPORATION / BUILDER / ERECTED 1969/ "
Queensboro Bridge Tablet,,1306,Y,Queens,Queensbridge Park,Q104,1,26,"Queensborough Bridge, Long Island City",M,1909,,Tablet,H: 4' W: 6',,Bronze,,,William C. Knowles,,Gift,,,07/01/1993,,,,,,400.00,,
"quinn, matthew d.",,1308,N,Queens,,,0,0,LONG ISLAND CITY; academy st. near grand Avenue,Y,,,tablet,,,bronze,tiffany studios,,,,gift. $405,,,07/01/1993,,,,,,,,
Rabbi  Dr. I. Usher Kirshblum Memorial,"Kirshblum, I. Usher",1805,Y,Queens,Freedom Square,Q370,8,24,"Freedom Square, Main St. & Vleigh Pl., Kew Gardens",Y,1986,1986,Marker embedded in traffic circle,"H: 6"" W: 2'1"" D: 1""",,Light granite (unpolished),,,,,Jewish Center Kew Gardens Hills,,,10/20/1998,,,Y         ,,,, Religious Leader," DEDICATED TO / RABBI DR. I . USHER KIRSHBLUM / SCHOLAR - HUMANITARIAN - TEACHER / BY / JEWISH CENTER KEW GARDENS HILLS / SPIRITUAL LEADER 1946-1983 / ""I WILL SING OF LOVING KINDNESS AND JUSTICE"" / PSALM:101 /"
"radgik, abraham",,1309,N,the Bronx,,,0,0,,Y,,,,,,,,,,,,,,07/01/1993,,,,,,,,
rainey memorial,,1311,N,Brooklyn,,,8,35,"P.S. #9, PROSPECT HILL; vanderbilt Avenue and sterling place",Y,1931,,tablet,,,bronze,"U.S. Bronze Sign Company, NY",,,,gift of teachers,,,07/01/1993,,,,,,,,
